"provnum","provname","address","city","state","zip","pnlty_date","pnlty_type","fine_amt","payden_strt_dt","payden_days","filedate"
"235547","LAKEPOINTE SENIOR CARE AND REHAB CENTER, L L C","37700 HARPER AVENUE","CLINTON TOWNSHIP","MI","48036","2013-01-18","Fine","39976",,,"2015-12-01"
"235551","OUR LADY OF MERCY HEALTH AND REHAB","52225 B AVENUE","HUBBELL","MI","49934","2013-09-18","Fine","5785",,,"2015-12-01"
"235552","CYPRESS MANOR HEALTH AND REHABILITATION CENTER","1400 POPLAR ST","HANCOCK","MI","49930","2015-04-09","Payment Denial",,"2015-07-09","14","2015-12-01"
"235555","CANTERBURY-ON-THE-LAKE","5601 HATCHERY RD","WATERFORD","MI","48329","2015-01-30","Fine","19305",,,"2015-12-01"
"235555","CANTERBURY-ON-THE-LAKE","5601 HATCHERY RD","WATERFORD","MI","48329","2014-04-11","Fine","10465",,,"2015-12-01"
"235555","CANTERBURY-ON-THE-LAKE","5601 HATCHERY RD","WATERFORD","MI","48329","2013-03-01","Fine","19250",,,"2015-12-01"
"235556","WOODWARD HILLS NURSING CENTER","39312 WOODWARD","BLOOMFIELD HILLS","MI","48304","2014-01-17","Fine","7508",,,"2015-12-01"
"235558","ATRIUM POST ACUTE CARE OF MENOMINEE","501 SECOND ST, BOX 246","MENOMINEE","MI","49858","2013-06-27","Fine","13293",,,"2015-12-01"
"235558","ATRIUM POST ACUTE CARE OF MENOMINEE","501 SECOND ST, BOX 246","MENOMINEE","MI","49858","2012-12-19","Fine","3900",,,"2015-12-01"
"235561","PINES REHABILITATION & HEALTH CARE CENTER, THE","707 ARMSTRONG","LANSING","MI","48911","2013-10-25","Fine","9165",,,"2015-12-01"
"235561","PINES REHABILITATION & HEALTH CARE CENTER, THE","707 ARMSTRONG","LANSING","MI","48911","2013-07-18","Fine","7605",,,"2015-12-01"
"235561","PINES REHABILITATION & HEALTH CARE CENTER, THE","707 ARMSTRONG","LANSING","MI","48911","2013-01-30","Fine","7800",,,"2015-12-01"
"235565","WESTGATE NURSING & REHAB COMMUNITY","1500 NORTH LOWELL STREET","IRONWOOD","MI","49938","2013-05-23","Fine","2373",,,"2015-12-01"
"235567","HILLSDALE COMMUNITY HEALTH CEN","168 SOUTH HOWELL ST","HILLSDALE","MI","49242","2014-04-24","Fine","2275",,,"2015-12-01"
"235569","OVID HEALTHCARE CENTER","9480 E M-21","OVID","MI","48866","2015-04-10","Payment Denial",,"2015-07-10","15","2015-12-01"
"235569","OVID HEALTHCARE CENTER","9480 E M-21","OVID","MI","48866","2015-01-20","Fine","8450",,,"2015-12-01"
"235569","OVID HEALTHCARE CENTER","9480 E M-21","OVID","MI","48866","2014-04-16","Fine","28080",,,"2015-12-01"
"235569","OVID HEALTHCARE CENTER","9480 E M-21","OVID","MI","48866","2014-04-16","Payment Denial",,"2014-07-16","14","2015-12-01"
"235569","OVID HEALTHCARE CENTER","9480 E M-21","OVID","MI","48866","2013-06-13","Fine","45500",,,"2015-12-01"
"235570","WHITEHALL HEALTHCARE CENTER OF ANN ARBOR","3370 EAST MORGAN RD","ANN ARBOR","MI","48108","2015-01-23","Fine","10238",,,"2015-12-01"
"235572","WHITEHALL HEALTHCARE CENTER OF NOVI","43455 W TEN MILE RD","NOVI","MI","48375","2015-05-05","Fine","14333",,,"2015-12-01"
"235572","WHITEHALL HEALTHCARE CENTER OF NOVI","43455 W TEN MILE RD","NOVI","MI","48375","2013-03-29","Fine","14700",,,"2015-12-01"
"235574","COUNTRYSIDE CARE CENTER","2121 ROBINSON RD","JACKSON","MI","49203","2014-08-29","Fine","1593",,,"2015-12-01"
"235585","COVENANT MEDICAL CENTER,  INC","515 N. MICHIGAN","SAGINAW","MI","48602","2012-12-17","Fine","5200",,,"2015-12-01"
"235587","WELLSPRING LUTHERAN SERVICES","28910 PLYMOUTH ROAD","LIVONIA","MI","48150","2013-07-12","Fine","16803",,,"2015-12-01"
"235590","LIVONIA WOODS NURSING AND REHABILITATION","33600 LUTHER LANE","LIVONIA","MI","48154","2014-12-04","Fine","10000",,,"2015-12-01"
"235590","LIVONIA WOODS NURSING AND REHABILITATION","33600 LUTHER LANE","LIVONIA","MI","48154","2014-06-04","Fine","16650",,,"2015-12-01"
"235599","THE CARRIAGE HOUSE OF BAY CITY","2394 MIDLAND RD","BAY CITY","MI","48706","2013-08-20","Fine","6111",,,"2015-12-01"
"235599","THE CARRIAGE HOUSE OF BAY CITY","2394 MIDLAND RD","BAY CITY","MI","48706","2013-01-03","Fine","9230",,,"2015-12-01"
"235601","IRON RIVER CARE CENTER","330 LINCOLN AVE","IRON RIVER","MI","49935","2014-01-09","Fine","4713",,,"2015-12-01"
"235608","MIDMICHIGAN STRATFORD VILLAGE","2121 ROCKWELL DR","MIDLAND","MI","48642","2013-06-20","Fine","13455",,,"2015-12-01"
"235608","MIDMICHIGAN STRATFORD VILLAGE","2121 ROCKWELL DR","MIDLAND","MI","48642","2013-01-04","Fine","7410",,,"2015-12-01"
"235609","THE VILLAGE REHABILITATION AND CARE CENTER","22600 ARMADA RIDGE RD","ARMADA","MI","48005","2013-05-22","Fine","14430",,,"2015-12-01"
"235619","CHURCH OF CHRIST CARE CENTER","23575 15 MILE RD","CLINTON TOWNSHIP","MI","48035","2013-03-15","Fine","5265",,,"2015-12-01"
"235623","ROYALTON MANOR, L L C","288 PEACE BLVD","ST JOSEPH","MI","49085","2012-12-03","Fine","40950",,,"2015-12-01"
"235623","ROYALTON MANOR, L L C","288 PEACE BLVD","ST JOSEPH","MI","49085","2012-12-03","Payment Denial",,"2012-12-30","8","2015-12-01"
"235624","PORTAGEPOINTE","500 CAMPUS DRIVE","HANCOCK","MI","49930","2015-02-12","Payment Denial",,"2015-05-12","24","2015-12-01"
"235624","PORTAGEPOINTE","500 CAMPUS DRIVE","HANCOCK","MI","49930","2012-12-20","Fine","4810",,,"2015-12-01"
"235625","WEST WOODS OF BRIDGMAN","9935 RED ARROW HWY","BRIDGMAN","MI","49106","2015-02-03","Fine","16251",,,"2015-12-01"
"235630","MEDILODGE OF WYOMING","2786 56 STREET, SW","WYOMING","MI","49418","2015-03-09","Fine","59411",,,"2015-12-01"
"235630","MEDILODGE OF WYOMING","2786 56 STREET, SW","WYOMING","MI","49418","2015-03-09","Payment Denial",,"2015-06-09","43","2015-12-01"
"235632","SAMARITAN MANOR","5555 CONNER AVENUE, SUITE 4000","DETROIT","MI","48213","2013-01-18","Fine","3510",,,"2015-12-01"
"235635","CARETEL INNS OF TRI-CITIES","6700 WESTSIDE SAGINAW ROAD","BAY CITY","MI","48706","2014-10-27","Fine","8061",,,"2015-12-01"
"235638","MEDILODGE OF HOLLAND","1221 EAST 16TH","HOLLAND","MI","49423","2013-04-18","Fine","14105",,,"2015-12-01"
"235638","MEDILODGE OF HOLLAND","1221 EAST 16TH","HOLLAND","MI","49423","2012-12-10","Fine","13650",,,"2015-12-01"
"235639","HEATHER HILLS CARE CENTER","1157 MEDICAL PARK DR. S.E.","GRAND RAPIDS","MI","49546","2015-04-27","Payment Denial",,"2015-07-27","7","2015-12-01"
"235639","HEATHER HILLS CARE CENTER","1157 MEDICAL PARK DR. S.E.","GRAND RAPIDS","MI","49546","2013-06-17","Payment Denial",,"2013-09-17","1","2015-12-01"
"235639","HEATHER HILLS CARE CENTER","1157 MEDICAL PARK DR. S.E.","GRAND RAPIDS","MI","49546","2013-03-22","Fine","19600",,,"2015-12-01"
"235646","CARETEL INNS OF LINDEN","202 SOUTH BRIDGE STREET","LINDEN","MI","48451","2014-05-30","Fine","5850",,,"2015-12-01"
"235646","CARETEL INNS OF LINDEN","202 SOUTH BRIDGE STREET","LINDEN","MI","48451","2013-10-11","Fine","5915",,,"2015-12-01"
"235646","CARETEL INNS OF LINDEN","202 SOUTH BRIDGE STREET","LINDEN","MI","48451","2013-05-16","Fine","9653",,,"2015-12-01"
"235651","BISHOP NOA HOME FOR SENIOR CITIZENS","2900 THIRD AVENUE SOUTH","ESCANABA","MI","49829","2013-05-16","Fine","5753",,,"2015-12-01"
"235651","BISHOP NOA HOME FOR SENIOR CITIZENS","2900 THIRD AVENUE SOUTH","ESCANABA","MI","49829","2013-05-16","Payment Denial",,"2013-06-15","12","2015-12-01"
"235654","FERGUSON CONVALESCENT HOME","239 S MAIN ST","LAPEER","MI","48446","2014-01-24","Fine","3950",,,"2015-12-01"
"235655","CAMELOT HALL CONVALESCENT CTR","35100 ANN ARBOR TRAIL","LIVONIA","MI","48150","2013-07-19","Fine","7053",,,"2015-12-01"
"235657","REGENCY AT CANTON","45900 GEDDES ROAD","CANTON","MI","48188","2014-02-21","Fine","18116",,,"2015-12-01"
"235659","RIVERVIEW HEALTH & REHAB CENTER","7733 E JEFFERSON","DETROIT","MI","48214","2013-10-11","Fine","8450",,,"2015-12-01"
"235659","RIVERVIEW HEALTH & REHAB CENTER","7733 E JEFFERSON","DETROIT","MI","48214","2013-07-19","Fine","7020",,,"2015-12-01"
"235659","RIVERVIEW HEALTH & REHAB CENTER","7733 E JEFFERSON","DETROIT","MI","48214","2013-04-05","Fine","13456",,,"2015-12-01"
"245045","SUNNYSIDE HEALTH CARE CENTER","512 SKYLINE BOULEVARD","CLOQUET","MN","55720","2013-02-13","Payment Denial",,"2013-05-13","43","2015-12-01"
"245052","GOLDEN LIVINGCENTER - MOORHEAD","2810 NORTH 2ND AVENUE","MOORHEAD","MN","56560","2015-06-17","Payment Denial",,"2015-09-17","34","2015-12-01"
"245052","GOLDEN LIVINGCENTER - MOORHEAD","2810 NORTH 2ND AVENUE","MOORHEAD","MN","56560","2014-10-28","Fine","15958",,,"2015-12-01"
"245102","SAUER HEALTH CARE","1635 WEST SERVICE DRIVE","WINONA","MN","55987","2014-03-17","Fine","8840",,,"2015-12-01"
"245125","FITZGERALD NH AND REHAB","227 MCKINLEY AVENUE","EVELETH","MN","55734","2013-10-30","Payment Denial",,"2014-01-30","8","2015-12-01"
"245138","BOUNDARY WATERS CARE CENTER","200 WEST CONAN STREET","ELY","MN","55731","2013-06-10","Payment Denial",,"2013-09-10","10","2015-12-01"
"245153","MADONNA TOWERS OF ROCHESTER INC","4001 19TH AVENUE NORTHWEST","ROCHESTER","MN","55901","2013-11-01","Fine","9555",,,"2015-12-01"
"245205","ANOKA REHABILITATION AND LIVING CENTER","3000 4TH AVENUE","ANOKA","MN","55303","2013-05-29","Fine","1690",,,"2015-12-01"
"245215","LAKESHORE INC","4002 LONDON ROAD","DULUTH","MN","55804","2013-04-15","Payment Denial",,"2013-07-15","8","2015-12-01"
"245227","BAYSHORE RESIDENCE & REHAB CTR","1601 ST LOUIS AVENUE","DULUTH","MN","55802","2014-08-21","Fine","10530",,,"2015-12-01"
"245227","BAYSHORE RESIDENCE & REHAB CTR","1601 ST LOUIS AVENUE","DULUTH","MN","55802","2013-12-19","Fine","2080",,,"2015-12-01"
"245227","BAYSHORE RESIDENCE & REHAB CTR","1601 ST LOUIS AVENUE","DULUTH","MN","55802","2013-12-19","Fine","1950",,,"2015-12-01"
"245232","CUYUNA REGIONAL MEDICAL CENTER","320 EAST MAIN STREET","CROSBY","MN","56441","2013-12-19","Fine","6435",,,"2015-12-01"
"245247","KITTSON MEMORIAL HEALTHCARE CENTER","1010 SOUTH BIRCH","HALLOCK","MN","56728","2014-04-25","Fine","6500",,,"2015-12-01"
"245263","GLENCOE REGIONAL HEALTH SERVICES","1805 HENNEPIN AVENUE NORTH","GLENCOE","MN","55336","2013-08-29","Fine","2275",,,"2015-12-01"
"245266","BENEDICTINE HEALTH CENTER OF MINNEAPOLIS","618 EAST 17TH STREET","MINNEAPOLIS","MN","55404","2014-04-24","Fine","10010",,,"2015-12-01"
"245266","BENEDICTINE HEALTH CENTER OF MINNEAPOLIS","618 EAST 17TH STREET","MINNEAPOLIS","MN","55404","2013-07-12","Fine","2925",,,"2015-12-01"
"245274","MAYO CLINIC HEALTH SYSTEM - FAIRMONT","800 MEDICAL CENTER DRIVE,  PO BOX 800","FAIRMONT","MN","56031","2014-12-19","Fine","4388",,,"2015-12-01"
"245295","BETHEL CARE CENTER","420 MARSHALL AVENUE","SAINT PAUL","MN","55102","2015-05-11","Fine","26488",,,"2015-12-01"
"245299","FRAZEE CARE CENTER","219 WEST MAPLE AVENUE, PO BOX 96","FRAZEE","MN","56544","2013-11-26","Fine","59670",,,"2015-12-01"
"245343","MINNESOTA MASONIC HOME CARE CENTER","11501 MASONIC HOME DRIVE","BLOOMINGTON","MN","55437","2014-11-11","Payment Denial",,"2015-02-11","5","2015-12-01"
"245343","MINNESOTA MASONIC HOME CARE CENTER","11501 MASONIC HOME DRIVE","BLOOMINGTON","MN","55437","2014-11-07","Payment Denial",,"2015-02-07","9","2015-12-01"
"245357","SUNRISE MANOR NURSING HOME","240 WILLOW STREET","TYLER","MN","56178","2013-03-21","Fine","5720",,,"2015-12-01"
"245366","CHRIS JENSEN HEALTH & REHABILITATION CENTER","2501 RICE LAKE ROAD","DULUTH","MN","55811","2015-05-20","Payment Denial",,"2015-08-20","76","2015-12-01"
"245368","GRAND VILLAGE","923 HALE LAKE POINTE","GRAND RAPIDS","MN","55744","2014-10-31","Fine","14820",,,"2015-12-01"
"245370","ECUMEN NORTH BRANCH","5379 -383RD STREET","NORTH BRANCH","MN","55056","2012-12-06","Fine","1950",,,"2015-12-01"
"245370","ECUMEN NORTH BRANCH","5379 -383RD STREET","NORTH BRANCH","MN","55056","2012-12-06","Fine","650",,,"2015-12-01"
"245370","ECUMEN NORTH BRANCH","5379 -383RD STREET","NORTH BRANCH","MN","55056","2012-12-06","Fine","650",,,"2015-12-01"
"245370","ECUMEN NORTH BRANCH","5379 -383RD STREET","NORTH BRANCH","MN","55056","2012-12-06","Fine","650",,,"2015-12-01"
"245373","PELICAN VALLEY HEALTH CENTER","211 EAST MILL AVENUE","PELICAN RAPIDS","MN","56572","2013-10-25","Fine","10530",,,"2015-12-01"
"245374","LAKESIDE MEDICAL CENTER","129 EAST 6TH AVENUE","PINE CITY","MN","55063","2015-04-08","Fine","30420",,,"2015-12-01"
"245374","LAKESIDE MEDICAL CENTER","129 EAST 6TH AVENUE","PINE CITY","MN","55063","2014-07-15","Fine","12025",,,"2015-12-01"
"245375","STERLING PARK HEALTH CARE CENTER","142 NORTH FIRST STREET","WAITE PARK","MN","56387","2013-12-20","Fine","3900",,,"2015-12-01"
"245379","KENYON SUNSET HOME","127 GUNDERSON BOULEVARD","KENYON","MN","55946","2014-12-19","Fine","7508",,,"2015-12-01"
"245379","KENYON SUNSET HOME","127 GUNDERSON BOULEVARD","KENYON","MN","55946","2013-11-01","Fine","18038",,,"2015-12-01"
"245387","ST OLAF RESIDENCE","2912 FREMONT AVENUE NORTH","MINNEAPOLIS","MN","55411","2013-08-19","Fine","4238",,,"2015-12-01"
"245387","ST OLAF RESIDENCE","2912 FREMONT AVENUE NORTH","MINNEAPOLIS","MN","55411","2013-08-19","Fine","1513",,,"2015-12-01"
"245387","ST OLAF RESIDENCE","2912 FREMONT AVENUE NORTH","MINNEAPOLIS","MN","55411","2013-08-19","Payment Denial",,"2013-11-19","21","2015-12-01"
"245410","RICE CARE CENTER","1801 SOUTHWEST WILLMAR AVENUE","WILLMAR","MN","56201","2014-12-18","Fine","8190",,,"2015-12-01"
"245427","BETHESDA NH PLEASANTVIEW","901 SOUTHEAST WILLMAR AVENUE","WILLMAR","MN","56201","2013-05-08","Fine","39033",,,"2015-12-01"
"245427","BETHESDA NH PLEASANTVIEW","901 SOUTHEAST WILLMAR AVENUE","WILLMAR","MN","56201","2013-05-08","Payment Denial",,"2013-07-22","39","2015-12-01"
"245429","TWEETEN LUTHERAN HEALTH CARE CENTER","125 5TH AVENUE SOUTHEAST","SPRING GROVE","MN","55974","2014-02-13","Fine","9133",,,"2015-12-01"
"245431","FIELD CREST CARE CENTER","318 SECOND STREET NORTHEAST","HAYFIELD","MN","55940","2013-03-27","Fine","975",,,"2015-12-01"
"245435","KNUTE NELSON","420 12TH AVENUE EAST","ALEXANDRIA","MN","56308","2014-05-06","Fine","1950",,,"2015-12-01"
"245436","PARKVIEW CARE CENTER WELLS INC","55 TENTH STREET SOUTHEAST","WELLS","MN","56097","2014-08-28","Payment Denial",,"2014-11-28","4","2015-12-01"
"245439","CATHOLIC ELDERCARE ON MAIN","817 MAIN STREET NORTHEAST","MINNEAPOLIS","MN","55413","2013-09-25","Fine","10530",,,"2015-12-01"
"245448","PARK RIVER ESTATES CARE CENTER","9899 AVOCET STREET NORTHWEST","COON RAPIDS","MN","55433","2012-12-18","Fine","5038",,,"2015-12-01"
"245459","BENEDICTINE LIVING COMMUNITY WINSTED","551 FOURTH STREET NORTH","WINSTED","MN","55395","2013-08-23","Fine","9000",,,"2015-12-01"
"245465","COMMUNITY MEMORIAL HOME","410 WEST MAIN STREET","OSAKIS","MN","56360","2014-11-24","Fine","22913",,,"2015-12-01"
"245465","COMMUNITY MEMORIAL HOME","410 WEST MAIN STREET","OSAKIS","MN","56360","2014-04-17","Fine","10000",,,"2015-12-01"
"245468","KARLSTAD HEALTHCARE CENTER INC","304 WASHINGTON AVENUE WEST","KARLSTAD","MN","56732","2013-04-11","Fine","3500",,,"2015-12-01"
"245473","OAK TERRACE HEALTH CARE CENTER","640 THIRD STREET","GAYLORD","MN","55334","2013-11-21","Fine","6370",,,"2015-12-01"
"245495","EVERGREEN TERRACE","2801 SOUTH HIGHWAY 169","GRAND RAPIDS","MN","55744","2013-07-18","Payment Denial",,"2013-10-18","35","2015-12-01"
"245510","EVANSVILLE CARE CENTER","649 STATE STREET NORTHWEST","EVANSVILLE","MN","56326","2012-12-13","Fine","5363",,,"2015-12-01"
"245521","CENTRAL TODD COUNTY CARE CENTER","406 EAST HIGHWAY 71, PO BOX 38","CLARISSA","MN","56440","2015-01-08","Fine","25188",,,"2015-12-01"
"245522","LUTHER MEMORIAL HOME","221 6TH STREET SOUTHWEST","MADELIA","MN","56062","2014-06-26","Fine","6500",,,"2015-12-01"
"245529","BIGFORK VALLEY COMMUNITIES","258 PINE TREE DRIVE, PO BOX 258","BIGFORK","MN","56628","2014-12-30","Fine","11375",,,"2015-12-01"
"245529","BIGFORK VALLEY COMMUNITIES","258 PINE TREE DRIVE, PO BOX 258","BIGFORK","MN","56628","2014-07-10","Fine","15243",,,"2015-12-01"
"245535","JOURDAIN PERPICH EXT CARE FAC","24856 HOSPITAL DRIVE","REDLAKE","MN","56671","2015-04-01","Fine","16575",,,"2015-12-01"
"245535","JOURDAIN PERPICH EXT CARE FAC","24856 HOSPITAL DRIVE","REDLAKE","MN","56671","2014-05-22","Fine","17680",,,"2015-12-01"
"245535","JOURDAIN PERPICH EXT CARE FAC","24856 HOSPITAL DRIVE","REDLAKE","MN","56671","2014-05-22","Payment Denial",,"2014-08-22","90","2015-12-01"
"245544","CAMDEN CARE CENTER","512 49TH AVENUE NORTH","MINNEAPOLIS","MN","55430","2014-03-18","Payment Denial",,"2014-04-29","78","2015-12-01"
"245547","ADRIAN CARE CENTER","603 LOUISIANA AVENUE","ADRIAN","MN","56110","2014-10-30","Fine","4908",,,"2015-12-01"
"245550","GOOD SAMARITAN SOCIETY - WARREN","410 SOUTH MCKINLEY STREET","WARREN","MN","56762","2014-02-07","Fine","9653",,,"2015-12-01"
"245550","GOOD SAMARITAN SOCIETY - WARREN","410 SOUTH MCKINLEY STREET","WARREN","MN","56762","2013-05-24","Fine","14235",,,"2015-12-01"
"245559","VIKING MANOR NURSING HOME","317 FIRST STREET NORTHWEST","ULEN","MN","56585","2014-08-15","Fine","13618",,,"2015-12-01"
"245593","GOOD SAMARITAN SOCIETY - ST JAMES","1000 SOUTH SECOND STREET","ST JAMES","MN","56081","2013-09-13","Payment Denial",,"2013-12-13","6","2015-12-01"
"245595","GOOD SAMARITAN SOCIETY - WESTBROOK","149 FIRST STREET, BOX 218","WESTBROOK","MN","56183","2013-11-14","Fine","18623",,,"2015-12-01"
"245604","AUBURN MANOR","501 OAK STREET","CHASKA","MN","55318","2015-01-13","Fine","1560",,,"2015-12-01"
"245616","LIFECARE GREENBUSH MANOR","19120 200TH STREET","GREENBUSH","MN","56726","2015-04-16","Payment Denial",,"2015-07-16","18","2015-12-01"
"255097","CARE CENTER OF ABERDEEN","505 JACKSON ST","ABERDEEN","MS","39730","2015-06-11","Fine","975",,,"2015-12-01"
"255101","MCCOMB NURSING AND REHABILITATION CENTER LLC","415 MARION AVE","MCCOMB","MS","39648","2012-12-08","Fine","283628",,,"2015-12-01"
"255101","MCCOMB NURSING AND REHABILITATION CENTER LLC","415 MARION AVE","MCCOMB","MS","39648","2012-12-08","Payment Denial",,"2012-12-21","59","2015-12-01"
"255102","GOLDEN LIVINGCENTER - RIPLEY","101 CUNNINGHAM DR","RIPLEY","MS","38663","2013-05-30","Fine","2925",,,"2015-12-01"
"255105","GOLDEN LIVINGCENTER - EASON BOULEVARD","2273 SOUTH EASON BOULEVARD","TUPELO","MS","38804","2014-12-12","Fine","4063",,,"2015-12-01"
"255106","BRANDON NURSING AND REHABILITATION CENTER","355 CROSSGATE BLVD","BRANDON","MS","39042","2015-06-18","Fine","71500",,,"2015-12-01"
"255110","MS CARE CENTER OF ALCORN COUNTY, INC-SNF","3701 JOANNE DRIVE","CORINTH","MS","38834","2013-08-09","Fine","40105",,,"2015-12-01"
"255113","RULEVILLE NURSING AND REHABILITATION CENTER LLC","800 STANSEL DR","RULEVILLE","MS","38771","2015-06-24","Fine","975",,,"2015-12-01"
"255118","GOLDEN LIVING CENTER-MERIDIAN","4728 HIGHWAY 39 N/BOX 3604","MERIDIAN","MS","39301","2013-11-02","Fine","208130",,,"2015-12-01"
"255118","GOLDEN LIVING CENTER-MERIDIAN","4728 HIGHWAY 39 N/BOX 3604","MERIDIAN","MS","39301","2013-11-02","Payment Denial",,"2013-12-25","33","2015-12-01"
"255119","GOLDEN LIVINGCENTER - AMORY","1215 EARL FRYE DRIVE","AMORY","MS","38821","2012-12-20","Fine","91050",,,"2015-12-01"
"255128","WALTER B CROOK NURSING FACILITY","840 NORTH OAK AVENUE/P. O. BOX 369","RULEVILLE","MS","38771","2014-05-14","Fine","104805",,,"2015-12-01"
"255139","GOLDEN LIVINGCENTER BATESVILLE","154 WOODLAND ROAD      /   PO BOX 1469","BATESVILLE","MS","38606","2015-05-28","Fine","780",,,"2015-12-01"
"255140","COVENANT HEALTH & REHAB OF VICKSBURG, LP","2850 PORTER'S CHAPEL ROAD","VICKSBURG","MS","39180","2015-06-16","Fine","975",,,"2015-12-01"
"255145","COURTYARD REHABILITATION AND HEALTHCARE","501 SOUTH LOCUST STREET","MCCOMB","MS","39648","2014-12-12","Fine","37700",,,"2015-12-01"
"255145","COURTYARD REHABILITATION AND HEALTHCARE","501 SOUTH LOCUST STREET","MCCOMB","MS","39648","2014-12-12","Payment Denial",,"2015-01-28","5","2015-12-01"
"255145","COURTYARD REHABILITATION AND HEALTHCARE","501 SOUTH LOCUST STREET","MCCOMB","MS","39648","2013-10-19","Fine","10000",,,"2015-12-01"
"255146","OASIS HEALTH & REHAB OF YAZOO CITY, LLC","925 CALHOUN AVENUE","YAZOO CITY","MS","39194","2014-06-26","Fine","10650",,,"2015-12-01"
"255148","TRINITY MISSION HEALTH & REHAB OF CLINTON","102 WOODCHASE PARK DRIVE","CLINTON","MS","39056","2014-06-23","Fine","8125",,,"2015-12-01"
"255150","BEDFORD CARE CENTER OF MENDENH","925 WEST MANGUM AVENUE","MENDENHALL","MS","39114","2014-02-07","Fine","5850",,,"2015-12-01"
"255166","QUEEN CITY NURSING CENTER","1201 28TH AVENUE","MERIDIAN","MS","39301","2013-08-01","Fine","230848",,,"2015-12-01"
"255166","QUEEN CITY NURSING CENTER","1201 28TH AVENUE","MERIDIAN","MS","39301","2013-08-01","Payment Denial",,"2013-08-10","41","2015-12-01"
"255172","STARKVILLE MANOR HEALTH CARE AND REHABILITATION CE","1001 HOSPITAL ROAD","STARKVILLE","MS","39759","2013-04-18","Fine","10075",,,"2015-12-01"
"255179","LEAKESVILLE REHABILITATION AND NURSING CENTER, INC","1300 MELODY LANE/PO BOX 640","LEAKESVILLE","MS","39451","2015-06-05","Fine","4225",,,"2015-12-01"
"255192","CLAIBORNE COUNTY SENIOR CARE","2124 OLD HWY 61 SOUTH","PORT GIBSON","MS","39150","2013-05-18","Fine","31980",,,"2015-12-01"
"255232","CORNERSTONE HEALTH AND REHAB OF CORINTH, LLC","302 ALCORN DRIVE","CORINTH","MS","38834","2013-01-04","Fine","62595",,,"2015-12-01"
"255233","AZALEA GARDENS NURSING CENTER","530 HALL ST","WIGGINS","MS","39577","2013-09-20","Fine","5200",,,"2015-12-01"
"255243","BILLDORA SENIOR CARE","314 ENOCHS ST","TYLERTOWN","MS","39667","2013-07-11","Fine","2165",,,"2015-12-01"
"255250","MS CARE CENTER OF MORTON","96 OLD HIGHWAY 80 EAST/P. O. BOX 459","MORTON","MS","39117","2015-06-30","Fine","975",,,"2015-12-01"
"255253","VICKSBURG CONVALESCENT CENTER","1708 CHERRY STREET","VICKSBURG","MS","39180","2015-06-18","Fine","975",,,"2015-12-01"
"255257","THE WINDSOR PLACE","81 WINDSOR BOULEVARD","COLUMBUS","MS","39702","2015-06-16","Fine","79885",,,"2015-12-01"
"255257","THE WINDSOR PLACE","81 WINDSOR BOULEVARD","COLUMBUS","MS","39702","2013-03-08","Fine","192010",,,"2015-12-01"
"255261","THE OAKS REHABILITATION AND HEALTHCARE CENTER","3716 HIGHWAY 39 NORTH","MERIDIAN","MS","39301","2014-08-20","Fine","120587",,,"2015-12-01"
"255265","WINDHAM HOUSE OF HATTIESBURG","37 HILLCREST DRIVE","HATTIESBURG","MS","39402","2013-02-27","Payment Denial",,"2013-06-25","3","2015-12-01"
"255267","CLARKSDALE NURSING CENTER","1120 RITCHIE AVE/PO BOX 1304","CLARKSDALE","MS","38614","2013-04-11","Fine","15600",,,"2015-12-01"
"255267","CLARKSDALE NURSING CENTER","1120 RITCHIE AVE/PO BOX 1304","CLARKSDALE","MS","38614","2013-04-11","Payment Denial",,"2013-07-11","53","2015-12-01"
"255269","OXFORD HEALTH & REHAB CENTER","1301 BELK BOULEVARD","OXFORD","MS","38655","2015-04-10","Fine","14850",,,"2015-12-01"
"255278","HILLCREST NURSING CENTER, LLC","1401 FIRST AVENUE NORTHEAST","MAGEE","MS","39111","2014-05-30","Fine","106795",,,"2015-12-01"
"255278","HILLCREST NURSING CENTER, LLC","1401 FIRST AVENUE NORTHEAST","MAGEE","MS","39111","2014-05-30","Payment Denial",,"2014-08-03","33","2015-12-01"
"255285","COMMUNITY PLACE","1129 LANGLEY AVE","JACKSON","MS","39204","2014-10-19","Fine","411483",,,"2015-12-01"
"255285","COMMUNITY PLACE","1129 LANGLEY AVE","JACKSON","MS","39204","2014-10-19","Payment Denial",,"2014-12-04","1","2015-12-01"
"255288","LAKESIDE HEALTH AND REHABILITATION CENTER","191 HIGHWAY 511 EAST","QUITMAN","MS","39355","2015-08-24","Fine","975",,,"2015-12-01"
"255292","LEGACY MANOR NURSING AND REHABILITATION","1935 NORTH THEOBOLD EXTENSION","GREENVILLE","MS","38704","2013-05-23","Fine","15210",,,"2015-12-01"
"255297","BEDFORD CARE CTR-MONROE HALL","300 CAHAL STREET","HATTIESBURG","MS","39401","2014-02-01","Fine","6500",,,"2015-12-01"
"255297","BEDFORD CARE CTR-MONROE HALL","300 CAHAL STREET","HATTIESBURG","MS","39401","2014-02-01","Payment Denial",,"2014-03-19","7","2015-12-01"
"255310","SILVER CROSS HEALTH & REHAB","503 SILVER CROSS DRIVE","BROOKHAVEN","MS","39601","2013-10-24","Fine","30000",,,"2015-12-01"
